key,secret,commitment
0x00f4b521f6ba353d256b4e1c2f2e89e60bff47d7c4a40277db6143d4e36aa215,0x007787302293fedd90dd7badf72eb4da8736055dac99af54e835797c28ba3c27,0x137006ee9689d289858ec7e04cd81b4937df5dd511f0fb709656b12ecd44a511
0x00b0a9ed3a6c762e1a0842093c1f46fd27898d4fb0bc04172794cbd7590c22bc,0x00f849d2dde2e679233a3a4043615e0f6f4cb2c4e092213dd649bee22b255463,0x009da28ad9f9e3a93b8f31ce6fcd459fcb4cdbf502c5089ac2c1cf996db6b6a9
0x00ad7e618a085819fed15f5fc0cca1af8b72d18c7379a9586f40d09638df6697,0x009041fa516128c07cf4bcae9b68733041b774e0638895f5f4c22baa595a845b,0x1a821189f404630ed30ada7951900d6079b88a11309abbd68a769a912dfa3a4b
0x0087af3c189591f462a661c03d00c932d44358ed97adb2860966928e89df2f29,0x005fb0ada14d8323bc97170b84481e80178e6384c2c1d4e249315340b74b7793,0x2b732d6be6000f0e3fb54994caf5b7b8abb49cba83ca4b26a63ed715a8a5cbe7
0x00c5767ee35a2bcc8c2ce31c787995e1e0a0cf6567b71d3b88803c33a39e1cf5,0x001630c7d245f12be1e1d3d80bf21bbb7782972d4f4a8f2a41e19b73c0107f4d,0x29e6ac8f5245213de9b9b03b0cf13cea3de54ae1a9e497a41bed119ccbbe4376
0x008a6fd60ccc6417f6a4b6c09b71fe31ba221b22b614aee24c2df97d3b02696b,0x000127112d9781a08af2d8a0f184986098e9b4af72f25e3e98f12ef6e6e250fa,0x220c49d2f6d385fedee10f09cc0761c6ac22236301d24ff448c9e9efc348c556
0x00de6d1527c9f66c337e4750c4aea91b0f479634f11a6f7ecf5d61a90a20b3ff,0x009f05455f7186d4a8e8ccf3a8ac17224233b8ea67faa06a7cba40f3c1b64659,0x2771ed36544446ca480e862b9bcf54fbefe4c4c0a7061dd373641a3d99eb38fa
0x00dfa77e204920b8e2df4681b665aa1449cc9ae17a2db5ec5dfb6b70b556dec7,0x003c2840bdf70de8d09913d98d0f4bdb92a3ad3399df6806486c0220d26f4108,0x25420b48f56db6aec5339684a742b7f946c8d62bfc8d6086a7242dc5adf3782d
0x0020404ee5a4406e94bfded3ad34766390c5c7131afc3346154787da7156b334,0x00bd3d61edaa0db38169912f43441a16a373fca2601d940fafd25b5d0b9546cd,0x24f188f925aade626a014dc272ebe9f71573a78f33af7935a29e9f66fe14ec37
0x00fafd797177e6ebd27ada1c0aee3a8b8837caf50c5420c264c10ad0c9f9157d,0x00894bec87843bc07fc377268a4dbce8769930fed8d2cd32b75c3804b67caf0d,0x0d6cfc913b1a23509d6e3d6da1b626e811807f97b8b8c563c901680f3c37b8dd
0x00d2f1af8ac4b9ad1a8684ea0f53088ab71715364c7bf7207df5ac1c586f761c,0x00ceda922812a70e5f9bcdc58948a49cd70ece0c7b8e7271e9f158164c8e96c2,0x26f20962a365af8fd4e46b5da0bd916c76542dea6ddcaf7d92e61e0195528adb
0x009953364ed936e1252dc28219f8972b142b32a009ab211b81380c7cdfbd452f,0x004a5f3e3025a5e449c19239ac2a8f4b5f062cfb6accaaf672aeb9f2c5f02ffa,0x2572ba7c398eb7b2c00de1ada615de48ea03b5968e5ebbd4f75cecd94a02a692
